label,message
0,"Dear Applicant,
After a background check of your CV, you are hereby invited for an interview at one of our selected centers in Lagos on FRIDAY 15th of March 2019.
Venue: Number 6, Remilekun Street, off Ogunlana Drive, Surulere Lagos.
Time: 9am
Kindly come with a printed copy of this invitation, a pen and a print out of your CV as you will not be allowed in without it.
Note that the invitation is a response to the Application/CV you submitted which we are handling on behalf of our client and you can recourse to us if you did not apply for such position for us to manage your record properly.
Best Regards,
Recruitment Team
MATRIXGLOVER INTERNATIONAL
NOTE: You will meet with the Deputy Managing Director, Head Human Resources of our client after this oral assessment for proper evaluation.
"
0,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, ÃÂ¥ÃÂ£3 per pole. UnSub 08718727870.,,,"
0,"Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,,,"
0,U Are Invited For Employment Interview At Mega Chicken Rest Ikota Firstgate Lekki~Epe Expressway Ajah On Fri 8 June By 12noon. .
0,"Erm. I thought the contract ran out the4th of october.,,,"
0,"Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,,,"
0,"URGENT! We are trying to contact U. Todays draw shows that you have won a ÃÂ¥ÃÂ£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,,,"
0,"Dear Njepu Ebubechukwu, Your Application to Careerhost as been received. We are pleased to inform you that your Application/ CV information with us matches the request of one of our client; To this effect, You are hereby invited for an Oral/ Writing Assessment with our Human Resources(HR) Team for one of the following post: * Customer Service Representative. * Administration Officer. *Business Development Officer. Time: 10:00am Prompt Venue: Plot 5, Voda Paint plc,University Press House,off Adeniyi Jones, Ogba road.Lagos. Date: Monday 7th, May 2018. NB: Come along with an updated copy of your CV and be puntual as lateness will not be tolerated inside."
0,"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed ÃÂ¥ÃÂ£1000 cash or ÃÂ¥ÃÂ£5000 prize!,,,"
0,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or ÃÂ¥ÃÂ£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer,,,"
0,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!,,,"
0,"1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,,,"
0,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply,,,"
0,"Thank you for submitting an application on our online job seeking portal. We have looked over your application and see that you are the best candidate for this role.
 We would like to invite you for an Interview/Assessment at our office to tell you more about this role, our company's mode of operations and of course, get to know you better.
 Date: Fri. 13th July, 2018
 Time: 9 am
 Address: 116, Akowonjo Road, Jimoh Bus stop, Egbeda Lagos.
 Kindly come along with your updated CV and acknowledge this mail with reply . For more Inquiries: Call 08136532119
 We look forward to seeing you.
 Best regards,
 ADEMOLA ADETOYE
 HR ADMINISTRATOR
 "
0,"FREE entry into our ÃÂ¥ÃÂ£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,"
0,"THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,,,"
0,"Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,,,"
0,"EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN ÃÂ¥ÃÂ£100 Cash WKENT/150P16+,,,"
0,"sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,,,"
0,HR APPROVED! You are invited for an Interview with Board of Directors Tomorow Sat 30/3/19 by 9am at 32 Olufemi Rd by Lawanson B/Stop SuruLere Lagos. Ref:PTL/MT
0,"After thorough preview of your details and curriculum vitae, considering the working experience, skills and attribute you encompassed. The Board of Directors of BS-SYSTEM has decided to invite you for an ASSESSMENT, a business organization into investment management, human resources management, capital building, entrepreneurial/personal development and strategic planning with headquarters in Lagos, Nigeria.Date: Thursday 8TH of Febuary 2018Time: 8am PromptRef code: 10010Venue: Suite 4 Ogungbeye Avenue, behind Zenith bank, Mega chickenb/stop, Agidingbi,Alausa,Ikeja,Lagos.You can also reach the Secretary on 07038880326 if you have any issues/requests.Regards,DR. OLAB"
0,"Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,,,"
0,"""Congrats as you are being called up for an interview in Aiico Insurance Plc. On Tuesday 25th of April at 203 / 205 Oshodi-Apapa Expressway, Iyana Isolo, Lagos by 8.00am. Ask of Mr Oshineye, 08023134744"""
0,"After thorough preview of your details and curriculumvitae,considering the working experience,skills and attribute youencompassed,The Board of Directors has decided to invite you for anASSESSMENT.Date: Friday15th December,2017Time: 9am PromptVenue: Suite 4 Ogungbeye Avenue,behide Zenith bank,Mega chickenb/stop,Agidingbi,Alausa,Ikeja,Lagos.We apologies for the short notice,however it is important you confirmyour availability to enable us make adequate preparations. Pleasekindly confirm your availability by replying this email as soon as"
0,"Please I got this text today . I want to know if this MATRIXGLOVER is real or fake abeg make una help me. Thanks You are invited for an interview on tue 12/06/1018 by 9am @ 6, remilekun street off falolu rd,akerele str, surulere lagos. GD/7447/DA. MATRIXGLOVER"
0,"NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,"
0,"Response 2 yur application,you are invite for job briefing on Fri. 30-03-18 by 9am @PGC Odua printing & publishing, opp Police Headquarters, Eleyele Rd Ibadan.V"
0,"Hi Davis,Thank you for applying to our organization through Iminds media. Your application for the position applied for stood out to us and we would like to invite you for an interview at our office.You will meet with our Head of HR, Ms Nzekwue. The interview will last about 2 Hours. YouÃ¢ÂÂll have the chance to discuss the positionÃ¢ÂÂs responsibilities and learn more about our company.We would like to conduct your interview on Thursday 22/03/2018 by 9.30am. Our office is located at Plot 5 Adeniyi Jones Adjacent Mikano Bus stop. University press building. Ikeja Lagos. Please bring your CV and your credentials,Looking forward to hearing from you."
0,"You are shortlisted for an Office Assistant assessment at no4 Alh Kareem off Amaraolu, Agidingbi,1st Gate, Ikeja on Fri 16th Sept by 8am. HBMI/09054471606"
0,"You have 1 new message. Call 0207-083-6089,,,"
0,"Sequel to your response, you are invited for an interview for the position of MARKETING EXECUTIVE in STERLING HOMES LIMITED. Date: MONDAY 14th JANUARY, 2019, Time: 11am. Venue:  #Plot 2 , River Valley Estate, Ojodu Berger, Lagos, Nigeria."
0,"* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,,,"
0,"Dynamic Group, 32 olufemi street, off ogunlana drive, surulere Lagos state and Neo life beside visafone house challenge-molete Ibadan Oyo state, these two company or what they call themselves, they are original scammers. They will send interview message to u, if u get there, they will b telling u another thing, Dynamic group will say bring #16000 so they can help u to become a millionaire, Neo life their own na just #16500. If u received from them pls don't go ooo.Credit: Olubusolami"
0,"A ÃÂ¥ÃÂ£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a ÃÂ¥ÃÂ£400 reward. Just call 09066380611,,,"
0,"Dear Customer, due to BVN registration, your ATM card has just been de-activated to reactvate kindly call our customer care Mr James on;08037145648 thanks(CBN)"
0,"due to your application to M.H.S via online you're invited to come over for an Interview session with the HR Dept on tuesday 18/09/2018 Time: 9am Address: 4b Toyin street, opposite Victory home school before unity b/ stop, Ikeja, Lagos. Do present a hard copy of your CV and ensure to be there on time. Help/directiives? Call the ADMG: 0803-449-6175/M133"
0,"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,"
0,"Please CALL 08712402902 immediately as there is an urgent message waiting for you.,,,"
0,"Here is Your to Invitation to meet the CEO/ GM GLOBAL, for an interview on Friday 28/12/18,by 8:00am.Office; No8, Bisi Ogabi Street Balogun Bus stop off Awolowo way Ikeji, Lagos. HR MRS OLAITAN"
0,"Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x CallsÃÂ¥ÃÂ£1/minMobsmore LKPOBOX177HP51FL,,,"
0,"Dear Candidate,Thank you for expressing interest in a position with our Organization.We have received your information and curriculum vitae, and you havebeen slated for an Interview by 10.00 a.m. Saturday March 24th,2018.Please come along with photocopies of your credentials, 2passport photographs and a hand written Application Letter.Thank you.Dahra A. H. Jnr.ICT and Business Development Officer,For:INTER-ARC CONSULTANTS LTD.,90 AKPAKPAVA RD, OPP STANBIC IBTC,BESIDE ZENITH BANK, BENIN CITY, EDO STATE."
0,"From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost ÃÂ¥ÃÂ£1.50 min MobcudB more,,,"
0,"Please admin, verify this for me, very urgent oh Looks real. Thank you for your interest in our job opening. You have been shortlisted and hereby invited for an interview at our office: Address: 04, Oye Balogun Street off freedom way, Lekki Phase 1, Lagos Nigeria. Time: 11am. Date: 4th, June 2018."
0,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ,,,"
0,"Who else got the interview invite from dangote sino-truck,oba akran way,ikeja. ? WHAT IS THE NATURE OF THEIR JOB?"
0,"from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,,,"
0,"I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),,,"
0,"Your Application to Concept Careers & Recruitment  as been received. We are pleased to inform you that you have selected to attend an interview session with the Head of Human resource(HR) at Management Resource a Consulting Firm, we also offer Entrepreneurial services. Time :10:00am. Date :Monday 07/05/2018 Address:Plot 5, voda paint plc,university press house,fumec bustop off Adeniyi jones,Ogba road, Lagos. Regards  Helen Edidion Head of Admin Global Management Resource  Ikeja Branch   Lagos."
0,"Todays Voda numbers ending 1225 are selected to receive a ÃÂ¥ÃÂ£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,,,"
0,"Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,,,"
0,"Good afternoon house, pls i just got a txt from dovegreen global service for an interview.pls is it genuine and hope its not gnld.THANKS for the prompt response"
0,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 ÃÂ¥ÃÂ£3 ,,,"
0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."",,,"
0,"lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,,,"
0,"Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx CallsÃÂ¥ÃÂ£1/minmoremobsEMSPOBox45PO139WA,,,"
0,"Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY ÃÂ¥ÃÂ£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,,,"
0,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or ÃÂ¥ÃÂ£1000. To claim txt DIS to 87121 18+6*ÃÂ¥ÃÂ£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ,,,"
0,"FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,,,"
0,"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,,,"
0,"URGENT! Your Mobile No. was awarded ÃÂ¥ÃÂ£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM,,,"
0,"Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,,,"
0,"Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,,,"
0,"Greetings,

DEAR EMMANUEL OKONTA

Sequel to the recent application you made online and after a careful analysis of your application and a great recommendation by our online Human Resource Management Portal, we were impressed with your qualifications and skills which makes you an excellent candidate for this role and also to our organization. We would like to invite you for an Interview/Assessment at our office to tell you more about this role, our company's mode of operations and of course get to know you better.

Date: Thursday 12th April 2018

Time: 9:00AM

Address: No 7, Razaq Balogun Street Adebola Street by Adeniran Ogunsanya Road, Surulere, Lagos.

Kindly come along with your updated CV and acknowledge this mail with reply.

For more enquiry: Call 0902-445-8133

We look forward to seeing you.

Best regards,

ESTHER.

HR DEPT
CRANFIELD CONSULTING
BG-LEAD CONCEPT"
0,"Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,,,"
0,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT,,,"
0,"Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net ÃÂ¥ÃÂ£1.50pm approx 3mins,,,"
0,"ear Applicant,
After a background check of your CV, you are hereby invited for an interview at one of the selected centres in Lagos on Monday, 7th January , 2019. 
Venue: Number 2, Akin Osiyemi street, First Bank Bus Stop, Opposite Sterling Bank, Allen Avenue, Ikeja Lagos.
Time: 10am
Kindly come with a printed copy of this invitation, a pen and a print out of your updated CV as you will not be allowed in without it.
Note that the invitation is a response to the application/CV you submitted which we are handling on behalf of our client and you can recourse to us if you did not apply for such position for us to manage your records properly.
Best Regards,
Skyline Consulting 
NOTE: You will meet with the Deputy Managing Director, Head of Human Resource of our client after the oral assessment for proper evaluation."
0,"I got this mail yesterday, please is it real?Dear xxxxxx xxxxxxWith reference to your CV sent to usYou are hereby scheduled for an INTERVIEW with us at Strategic &Global ResourcesTime: 10:00amDate: Wednesday 4th April, 2018.Address : 5,Resource Building, Surulere Industrial, Adeniyi Jones, ikeja Lagos.Note: please come along with a copy of your CVRegardsADMIN UNITStrategiccareers Nigeria09037567921"
0,"We would like to invite you for a follow-up test holding on Wednesday the 27th of June, 2018 at 2 Esomo Close, off Toyin street, Ikeja."
0,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324,,,"
0,"We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,,,"
0,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!,,,"
0,"Dear. Applicant
Your application form has been received by us,you are to call the company lawyer for your approval letter.
There is an interview/training for you scheduled for 7th march 2018 at 9:00am sharp,when going for the interview take along with you a copy of your cv and approval letter which will be given to you by the barrister.
Name: Barr. Richie Roberts esq.
Contact No: 08088340885"
0,"5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,,,"
0,"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. ÃÂ¥ÃÂ£1.50 SP:Tyrone,,,"
0,"Dear Candidate,
 Sequel to your most recent online job application to our advertised vacancy, The selection committee has carefully identified you for this great opportunity, please be informed that your application has been considered and you are hereby recommended for an aptitude test and oral job brief, followed by the job duties and specifications.
 With SCHLEEZ NIGERIA LIMITED
 First floor, left wing No 49, OLOWU STREET, OFF MOBOLAJI BANK ANTHONY WAY, IKEJA, LAGOS.
 On 9 JULY By 9:00AM.
 The interview will be with the Human Resources department.
 Upon arrival at reception ask the security for the center.
 The interview is scheduled to last approximately 1 hour tentatively and will take the form of; A written aptitude test for about 10 minutes or less,
 One on one interview with the HR for about 5 minutes or less, Then the job duty and specification for about 15 minutes or less, The selection process with the Hr Head for about 28minutes or less, Final interview with the Hr Head which will last for about 8 minutes for the selected candidates to be shortlisted for the job.
 Please note that you are to bring along with you,
 Any valid ID card, hard copy of your credentials, a copy of this invite and the sms you will receive from JOB BRIEF We look forward to meeting you.
 Regards.
 Okon Shontelle
 01-724-5339
 http://schleez.com
 "
0,"Dear Candidate,Sequel to your application, you are invited toÃÂ interviewÃÂ for the role of aÃÂ Loan Officer.Venue: Doheney Services Ltd., 55, Coker Road, Ilupeju, LagosDate: Tuesday, 10th April, 2018ÃÂ Time: 10:00amKindly respond to confirm your availability.Ã¢ÂÂRegards,ÃÂ Oyinkansola DaramolaRecruitment Analyst.+234 813 460 2626odaramola@doheneyservices.comÃÂ 55, Coker Road, Ilupeju, Lagos"
0,"BAC NIG LTD invites you for Test/Interview on Thursday 12th May 2016,By 9am at No 12,0dota, Along Airport Rd, Opp Rock field filling Station,Ilorin. CODE:buk 199"
0,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..,,,"
0,to use a new promotional balance transfer rate on your Virgin Credit Card ending f ees apply. Visit myvirginmoney.com/bt Your Virgin Money account has been temporarily deactivated. Reactivate it at
0,"You are shortlisted for Mtn MFA project! Kindly come for documentation! @ Sol 84 Emmanuel Alayande Street, 1st Floor Samsung Stores, Opposite U.B.A, Iwo Road, Ibadan. Time: 10:00am, Date: Thursday July 12th, 2018. Come formally dress: pls do come along with your 6 passport (white background), two guarantor passport, photocopy of each of their valid I'd card and your credentials."
0,"todays vodafone numbers ending with 0089(my last four digits) are selected to received a ÃÂ¥ÃÂ£350 award. If your number matches please call 09063442151 to claim your ÃÂ¥ÃÂ£350 award,,,"
0,"Congratulations ur awarded either ÃÂ¥ÃÂ£500 of CD gift vouchers & Free entry 2 our ÃÂ¥ÃÂ£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,,,"
0,"Dear Applicant,
 Your application has been reviewed and you have been shortlisted for an oral interview with our human resource team on Wednesday 12th September 2018 at one of the selected venues in Lagos.
 Address: No 5 Resource Press House, by Oando filling station, adjacent Standard Organization of Nigeria (SON), end of Adeniyi Jones, Ogba,Lagos.
 Time : 9:30am.
 Note : come along with a printed copy of this invitation and a hard copy of your updated curriculum vitae.
 Dress Corporately and ensure to come early as lateness will not be welcome.
 Regards Ms Angela
 Office-line:
 08112229947."""
0,"Sequel to the reciept of curriculum vitae (CV), the board of LS Resources request your presence to be interviewed based on your Qualifications. Scheduled Date Wednesday: 06/06/018 Time: 9:00am Official Address: 3rd flr, Crownnet Plaza, Idris Gigado Str Wuye Abuja. Requirement: Hard copy of this email notification Hard copy of your Curriculum Vitae A passport photograph Dress Decently and be punctual as lateness will not be entertained. Good Luck (HR T ALKALINE )"
0,"Hello Applicant,
 Due to your online application to M.H.S, you're invited to come over for an Interview session with the HR Dept on Monday 20/08/2018.
 Time: 9am.
 Address: 4b Toyin street, opposite Victory home school, before unity b/stop, Ikeja, Lagos.
 Do present a hard copy of your CV and ensure to be there on time.
 Help/Directives?
 Call the ADMGR: 0803-449-6175/M303
"
0,"ALERTZ~Dear customer,your ATM CARD & ACCT**********has been block due to bvn system error,kindly call our helpline <<<< 09033817307 to open it before 24hours "
0,"83039 62735=ÃÂ¥ÃÂ£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,,,"
0,"Dear Candidate, Linktech Resource is outstanding when it comes to outsourcing for it clients. We also offer excellent ICT and Entrepreneurship services. As part of our screening and selection process, you have been scheduled for a one on one interview session with the HRM, slated for Friday, June 15th, 2018 by 10am, at Plot 14, Block A, University Press building, Surulere industrial road, Ogba, Lagos. Come with an updated hard copy of your CV The HRM look forward to meeting with you soon. Regards, Linktech_hr For inquiries: Call:- 08030832748"
0,"Reply to win ÃÂ¥ÃÂ£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,,,"
0,"Dear Customer, Due to our system upgrade, your ATM card has been de activated to re activate kindly call Customer Care Mr Charles on 09051433788"
0,"After thorough preview of your details and your Curriculum vitae,considering the working experience, skills and attribute you encompassed, the Board of Directors of D, PEARL CONSULT NIGERIA LIMITED , invites you for an assessment.
 Date: Wednesday 1st August ,2018
 Time: 8am prompt
 Venue: 116 Akowonjo Road
 Jimoh Bus-top, Egbeda, Lagos.
 We apologize for the short notice, however it is important you confirm your availability to enable us make adequate preparations. Please kindly confirm your availability by replying this message as soon as possible.
 Kindly respond to the message
 For more information and directions call 080-6154-0600
 Thanks from the Management of D'PEARL CONSULT NIGERIA LIMITED. HR10016793/Abot "
0,"<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,,,"
0,"Good afternoon,Sequel to your application for the role of a Human Resource Assistant with Divergent Enterprise, I am pleased to inform you that you are hereby invited for a brief chat with our HR team. Please come with a copy of your CV. Details are as follows:Date: Friday, 11th October 2017Time: 10amVenue: 1686B, Oladele Olashore Street, off Sanusi Fafunwa, Victoria IslandWe look forward to meeting you.The Divergent Team"
0,"accordingly. I repeat, just text the word ok on your mobile phone and send,,,"
0,"FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,,,"
0,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE,,,"
0,"For ur chance to win a ÃÂ¥ÃÂ£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.,,,"
0,"XMAS iscoming & ur awarded either ÃÂ¥ÃÂ£500 CD gift vouchers & free entry 2 r ÃÂ¥ÃÂ£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,,,"
0,"ou are invited to part take in an interview session.
 Mega Height Resources (Nig) is a recruitment firm that handles human resource functions for selected organizations. As part of selection process, you are invited for an oral interview session as follows: Date: Monday 30th July, 2018
 Time: 10:00am
 Address: Plot 5, university press building,surulere industrial road,adjacent to sanusi bus-stop, off adeniyi jones avenue, ogba. Lagos.
 Come along with a printed copy of your CV
 Best Regards,"
