label,message
1,"So the sun is anti sleep medicine.,,,"
1,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!,,,"
1,"Sir, I am waiting for your mail.,,,"
1,"Night night, see you tomorrow,,,"
1,"Did either of you have any idea's? Do you know of anyplaces doing something?,,,"
1,"Yes princess! I want to please you every night. Your wish is my command...,,,"
1,"I have printed it oh. So  &lt;#&gt;  come upstairs,,,"
1,"Yes its possible but dint try. Pls dont tell to any one k,,,"
1,"No, its true..k,Do u knw dis no. &lt;#&gt; ?,,,"
1,"God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,,,"
1,"Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,,,"
1,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second,,,"
1,"Id have to check but there's only like 1 bowls worth left,,,"
1,"Dai what this da.. Can i send my resume to this id.,,,"
1,"Very hurting n meaningful lines ever: \I compromised everything for my love But at d end my love compromised me for everything:-(\"".. Gud mornin:-)"",,"
1,"K so am I, how much for an 8th? Fifty?,,,"
1,"I am waiting machan. Call me once you free.,,,"
1,"Please tell me you have some of that special stock you were talking about,,,"
1,"Guessin you ain't gonna be here before 9?,,,"
1,"Dear good morning how you feeling dear,,,"
1,"Oh, then your phone phoned me but it disconnected,,,"
1,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.,,,"
1,"Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,,,"
1,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...,,,"
1,"Speaking of does he have any cash yet?,,,"
1,"For fear of fainting with the of all that housework you just did? Quick have a cuppa,,,"
1,"Well. Im computerless. Time to make some oreo truffles,,,"
1,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?,,,"
1,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""",,,"
1,"Now, whats your house # again ? And do you have any beer there ?,,,"
1,"It's cool, we can last a little while. Getting more any time soon?,,,"
1,"Sounds like you have many talents! would you like to go on a dinner date next week?,,,"
1,"Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,,,"
1,"Like a personal sized or what,,,"
1,"Fair enough, anything going on?,,,"
1,"I send the print  outs da.,,,"
1,".Please charge my mobile when you get up in morning.,,,"
1,"So when you gonna get rimac access ,,,"
1,"For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,,,"
1,"Your bill at 3 is ÃÂ¥ÃÂ£33.65 so thats not bad!,,,"
1,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you,,,"
1,"It's ok lar. U sleep early too... Nite...,,,"
1,"Mmm so yummy babe ... Nice jolt to the suzy,,,"
1,"Can you open the door?,,,"
1,"Thanks, I'll keep that in mind,,,"
1,"One small prestige problem now.,,,"
1,"Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATÃÂ¥ÃÂS AL!!!!!!!!!,,,"
1,"Get the door, I'm here,,,"
1,"Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,,,"
1,"I'm in class. Did you get my text.,,,"
1,"You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,,,"
1,"Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,,,"
1,"Still at west coast... Haiz... ÃÂÃÂ'll take forever to come back...,,,"
1,"It vl bcum more difficult..,,,"
1,"ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,,,"
1,"No my mum went 2 dentist.,,,"
1,"I'm thinking that chennai forgot to come for auction..,,,"
1,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-),,,"
1,"Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,,,"
1,"Pls dont restrict her from eating anythin she likes for the next two days.,,,"
1,"Bbq this sat at mine from 6ish. Ur welcome 2 come,,,"
1,"I wait 4 ÃÂ_ inside da car park...,,,"
1,"You also didnt get na hi hi hi hi hi,,,"
1,"Please leave this topic..sorry for telling that..,,,"
1,"Whens your radio show?,,,"
1,"Geeeee ... I love you so much I can barely stand it,,,"
1,"I think chennai well settled?,,,"
1,"It's ÃÂÃÂ© only $140 ard...ÃÂÃÂ¤ rest all ard $180 at least...Which is ÃÂÃÂ© price 4 ÃÂÃÂ© 2 bedrm ($900),,,"
1,"Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,"
1,"Hasn't that been the pattern recently crap weekends?,,,"
1,"Oh yeah I forgot. U can only take 2 out shopping at once.,,,"
1,"Oi when you gonna ring,,,"
1,"I fetch yun or u fetch?,,,"
1,"Pls i wont belive god.not only jesus.,,,"
1,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack,,,"
1,"Tension ah?what machi?any problem?,,,"
1,"Yup i'm free...,,,"
1,"Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,,,"
1,"We'll you pay over like  &lt;#&gt; yrs so its not too difficult,,,"
1,"Ma head dey swell oh. Thanks for making my day,,,"
1,"would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,,,"
1,"That's y we haf to combine n c how lor...,,,"
1,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?,,,"
1,"CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,,,"
1,"Hi :)finally i completed the course:),,,"
1,YOUR INTERVIEW IS SET FOR TOMORROW 7am IN JOBURG.AT NO; 155 COMMISSIONER & VON WELLEIGH(ILPA HOUSE) 2ND FLR OFFICE NO:201.COME WITH YOUR CV.REF: KELLY
1,"Hey tmr meet at bugis 930 ?,,,"
1,"Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,,,"
1,"I didnt get ur full msg..sometext is missing, send it again,,,"
1,"Probably not, I'm almost out of gas and I get some cash tomorrow,,,"
1,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always,,,"
1,"I'm serious. You are in the money base,,,"
1,"He's just gonna worry for nothing. And he won't give you money its no use.,,,"
1,"What was she looking for?,,,"
1,"Cheers for the card ... Is it that time of year already?,,,"
1,"How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,,,"
1,"K, can I pick up another 8th when you're done?,,,"
1,"Meet after lunch la...,,,"
1,"LMAO where's your fish memory when I need it?,,,"
1,"Tired. I haven't slept well the past few nights.,,,"
1,"Uh, heads up we don't have THAT much left,,,"
1,"Theyre doing it to lots of places. Only hospitals and medical places are safe.,,,"
1,"Oh k :)why you got job then whats up?,,,"
1,"Thanks for understanding. I've been trying to tell sura that.,,,"
1,"(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,,,"
1,"Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,,,"
1,"Arms fine, how's Cardiff and uni? ,,,"
1,"Hiya, had a good day? Have you spoken to since the weekend?,,,"
1,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""",,,"
1,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...,,,"
1,"Don know..he is watching film in computer..,,,"
1,"No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,,,"
1,"Aight, call me once you're close,,,"
1,"Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,,,"
1,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ,,,"
1,"Yes when is the appt again?,,,"
1,"Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,,,"
1,(We are sorry but your:BnkOfAmericaDEBIT is temporary locked My Phone Number ].) Visit: bankofamerica-7884.tbm5430.com/{EA3512D)
1,"Dunno lei ÃÂ_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,,,"
1,"Really? I crashed out cuddled on my sofa.,,,"
1,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!,,,"
1,"That sucks. I'll go over so u can do my hair. You'll do it free right?,,,"
1,"Am i that much dirty fellow?,,,"
1,"Princess, is your kitty shaved or natural?,,,"
1,"Lol, oh you got a friend for the dog ?,,,"
1,"Total video converter free download type this in google search:),,,"
1,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?,,,"
1,"Haha awesome, I might need to take you up on that, what you doin tonight?,,,"
1,"I sent lanre fakeye's Eckankar details to the mail box,,,"
1,"So i asked how's anthony. Dad. And your bf,,,"
1,"Ffffffffff. Alright no way I can meet up with you sooner?,,,"
1,"Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,,,"
1,"When you guys planning on coming over?,,,"
1,"That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,,,"
1,"I anything lor...,,,"
1,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May,,,"
1,"Your dad is back in ph?,,,"
1," &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,,,"
1,"Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,,,"
1,"Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,,,"
1,"Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,,,"
1,"I am in tirupur da, once you started from office call me.,,,"
1,"I'm going 2 orchard now laready me reaching soon. U reaching?,,,"
1,"Sorry, I'll call later,,,"
1,"Yes I know the cheesy songs from frosty the snowman :),,,"
1,"I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,,,"
1,"U still going to the mall?,,,"
1,"That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,,,"
1,"<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,,,"
1,"I'm a guy, browsin is compulsory,,,"
1,"Well that must be a pain to catch,,,"
1,"Should I tell my friend not to come round til like  &lt;#&gt; ish?,,,"
1,"I am in office:)whats the matter..msg me now.i will call you at break:).,,,"
1,"Long after I quit. I get on only like 5 minutes a day as it is.,,,"
1,"In sch but neva mind u eat 1st lor..,,,"
1,":-( that's not v romantic!,,,"
1,"But that's on ebay it might be less elsewhere.,,,"
1,"Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,,,"
1,"Otherwise had part time job na-tuition..,,,"
1,"Good words.... But words may leave u in dismay many times.,,,"
1,"Not sure I have the stomach for it ...,,,"
1,"Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,,,"
1,"Early bird! Any purchases yet?,,,"
1,"Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,,,"
1,"K. Did you call me just now ah? ,,,"
1,"If i let you do this, i want you in the house by 8am.,,,"
1,"hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,,,"
1,"Ok i've sent u da latest version of da project.,,,"
1,"&lt;#&gt;  w jetton ave if you forgot,,,"
1,"R u saying i should re order the slippers cos i had to pay for returning it.,,,"
1,"Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ÃÂ_ leaving earlier or wat mah cos mayb ÃÂ_ haf to walk v far...,,,"
1,"Did you say bold, then torch later. Or one torch and 2bold?,,,"
1,"Sorry i missed your call. Can you please call back.,,,"
1,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.,,,"
1,"What you did in  leave.,,,"
1,"Painful words- \I thought being Happy was the most toughest thing on Earth... But the toughest is acting Happy with all unspoken pain inside..\"""",,"
1,"Why you Dint come with us.,,,"
1,"Dunno lei shd b driving lor cos i go sch 1 hr oni.,,,"
1,"Ok omw now, you at castor?,,,"
1,"hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,,,"
1,"I asked you to call him now ok,,,"
1,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ,,,"
1,"Great! I have to run now so ttyl!,,,"
1,"K, I might come by tonight then if my class lets out early,,,"
1,"What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,,,"
1,"Wrong phone! This phone! I answer this one but assume the other is people i don't well,,,"
1,"Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,,,"
1,"You in your room? I need a few,,,"
1,"Ya it came a while ago,,,"
1,"I called and said all to him:)then he have to choose this future.,,,"
1,"I've told him that i've returned it. That should i re order it.,,,"
1,"No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,,,"
1,"Dear, will call Tmorrow.pls accomodate.,,,"
1,"* Am on my way,,,"
1,"No message..no responce..what happend?,,,"
1,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?,,,"
1,"sure, but make sure he knows we ain't smokin yet,,,"
1,"Ok lor. Msg me b4 u call.,,,"
1,"Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,"
1,"U WILL SWITCH YOUR FONE ON DAMMIT!!,,,"
1,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.,,,"
1,"Ok. She'll be ok. I guess,,,"
1,"Babe, I'm back ... Come back to me ...,,,"
1,"Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,,,"
1,"Gam gone after outstanding innings.,,,"
1,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....,,,"
1,*IMPORTANT MESSAGE FROM COMMBANK. Your NetBank access has been locked. We've had to lock your NetBank to help protect your security. To unlock your account please visit your nearest Commonwealth branch with photo ID or go to https://commnbank.com.au/netbank/lockout & follow the prompts.
1,"What you doing?how are you?,,,"
1,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?,,,"
1,"Really dun bluff me leh... U sleep early too. Nite...,,,"
1,"Fuuuuck I need to stop sleepin, sup,,,"
1,"it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,,,"
1,"Yup,,,"
1,"Maybe westshore or hyde park village, the place near my house?,,,"
1,"Thnx dude. u guys out 2nite?,,,"
1,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.,,,"
1,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*,,,"
1,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.,,,"
1,"Did u fix the teeth?if not do it asap.ok take care.,,,"
1,"Y lei?,,,"
1,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.,,,"
1,"Dont talk to him ever ok its my word.,,,"
1,"R ÃÂ_ going 4 today's meeting?,,,"
1,"I luv u soo much u donÃÂ¥ÃÂt understand how special u r 2 me ring u 2morrow luv u xxx,,,"
1,"Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,,,"
1,"Did you stitch his trouser,,,"
1,"Call him and say you not coming today ok and tell them not to fool me like this ok,,,"
1,"what are your new years plans?,,,"
1,"I'm in solihull, | do you want anything?,,,"
1,"Huh so fast... Dat means u havent finished painting?,,,"
1,"True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,,,"
1,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down,,,"
1,"Dunno da next show aft 6 is 850. Toa payoh got 650.,,,"
1,"IM LATE TELLMISS IM ON MY WAY,,,"
1,"Well I'm going to be an aunty!,,,"
1,"I re-met alex nichols from middle school and it turns out he's dealing!,,,"
1,"HELLO PEACH! MY CAKE TASTS LUSH!,,,"
1,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard,,,"
1,"I am in your office na.,,,"
1,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONÃÂ¥ÃÂT LIKE ME LIKE THAT SO DONÃÂ¥ÃÂT WORRY.,,,"
1,"is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,,,"
1,"Is there any training tomorrow?,,,"
1,"How come u got nothing to do?,,,"
1,"Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,,,"
1,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?,,,"
1,"I'm in a movie. Call me 4 wat?,,,"
1,"Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,,,"
1,"Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,,,"
1,"Where is that one day training:-),,,"
1,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD,,,"
1,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.,,,"
1,"Bognor it is! Should be splendid at this time of year.,,,"
1,"Love it! The girls at the office may wonder why you are smiling but sore...,,,"
1,"Yeah I can still give you a ride,,,"
1,"K...k:)why cant you come here and search job:),,,"
1,"That's one of the issues but california is okay. No snow so its manageable,,,"
1,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?,,,"
1,"Sorry that took so long, omw now,,,"
1,"Call me da, i am waiting for your call.,,,"
1,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"",,,"
1,"Yep, at derek's house now, see you Sunday &lt;3,,,"
1,"K..k:)how about your training process?,,,"
1,"He telling not to tell any one. If so treat for me hi hi hi,,,"
1,"Right on brah, see you later,,,"
1,"I just lov this line: \Hurt me with the truth I don't mindi wil tolerat.bcs ur my someone..... But Never comfort me with a lie\"" gud ni8 and sweet dreams"""
1,"Guess who spent all last night phasing in and out of the fourth dimension,,,"
1,"Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,,,"
1,"Im in inperialmusic listening2the weirdest track ever byÃÂ¥ÃÂleafcutter johnÃÂ¥ÃÂ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!,,,"
1,"Ok... I din get ur msg...,,,"
1,"How are you. Its been ages. How's abj,,,"
1,"Do you like shaking your booty on the dance floor?,,,"
1,"Sorry, I'll call later In meeting.,,,"
1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"" just as a shop has to give a guarantee on what they sell. B. G."",,"
1,"Hey... Why dont we just go watch x men and have lunch... Haha ,,,"
1,"Nah I don't think he goes to usf, he lives around here though,,,"
1,"S:)but he had some luck.2 catches put down:),,,"
1,"I can make lasagna for you... vodka...,,,"
1,"In fact when do you leave? I think addie goes back to school tues or wed,,,"
1,"I tagged MY friends that you seemed to count as YOUR friends.,,,"
1,"Can ÃÂ_ call me at 10:10 to make sure dat i've woken up...,,,"
1,"Dude got a haircut. Now its breezy up there,,,"
1,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me,,,"
1,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.,,,"
1,"Haha... Hope ÃÂ_ can hear the receipt sound... Gd luck!,,,"
1,your Apple ID is due to expire today. To prevent termination confirm your details at http://appleidlogin.co.uk - Apple Support.
1,"Webpage s not available!,,,"
1,"What you need. You have a person to give na.,,,"
1,"Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,,,"
1,"She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,,,"
1,"Ok lor but not too early. Me still having project meeting now.,,,"
1,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ,,,"
1,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more,,,"
1,"Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,,,"
1,"Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,,,"
1,"&lt;#&gt;  am I think? Should say on syllabus,,,"
1,"Alright, I'll head out in a few minutes, text me where to meet you,,,"
1,"Sir, i am waiting for your call, once free please call me.,,,"
1,"Most of the tiime when i don't let you hug me it's so i don't break into tears.,,,"
1,"Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,,,"
1,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ,,,"
1,"Oooh bed ridden ey? What are YOU thinking of?,,,"
1,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ,,,"
1,"I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,,,"
1,"U repeat e instructions again. Wat's e road name of ur house?,,,"
1,"Yavnt tried yet and never played original either,,,"
1,"Dear got train and seat mine lower seat,,,"
1,"Haha, my friend tyler literally just asked if you could get him a dubsack,,,"
1,"COME BACK TO TAMPA FFFFUUUUUUU,,,"
1,"I not at home now lei...,,,"
1,"Merry christmas to u too annie!,,,"
1,"Eatin my lunch...,,,"
1,"Uncle G, just checking up on you. Do have a rewarding month,,,"
1,"Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,,,"
1,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.,,,"
1,"Dude im no longer a pisces. Im an aquarius now.,,,"
1,"Forgot to tell ÃÂ_ smth.. Can ÃÂ_ like number the sections so that it's clearer..,,,"
1,"That means you got an A in epi, she.s fine. She.s here now.,,,"
1,"At home watching tv lor.,,,"
1,"I always chat with you. In fact i need money can you raise me?,,,"
1,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"",,,"
1,"Nope i'll come online now..,,,"
1,"Just do what ever is easier for you,,,"
1,"WHORE YOU ARE UNBELIEVABLE.,,,"
1,"Rofl betta invest in some  anti aging products,,,"
1,"At WHAT TIME should i come tomorrow,,,"
1,"that would be good ÃÂÃÂ_ I'll phone you tomo lunchtime, shall I, to organise something?,,,"
1,"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,,,"
1,"Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,,,"
1,"Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,,,"
1,"Can u get pic msgs to your phone?,,,"
1,"Just checked out, heading out to drop off my stuff now,,,"
1,"In need of 5 young programmers - fresh graduates who are good at code. Salary would be between 300-400k monthly A lot of travel and travel allowances. They would be working with a GIS company and would be traveling among Abuja, Lagos, Kaduna, Edo and Oyo. Trainings in Germany and UAE"" Send cvs to tijani.nwadei@gmail.com"" kindly share to help someone..."
1,"There is no sense in my foot and penis.,,,"
1,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.,,,"
1,"What year. And how many miles.,,,"
1,"Is ur lecture over?,,,"
1,"Nope watching tv at home... Not going out. V bored...,,,"
1,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word,,,"
1,"This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,,,"
1,"I'm okay. Chasing the dream. What's good. What are you doing next.,,,"
1,"Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,"
1,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.,,,"
1,"I will come tomorrow di,,,"
1,"One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,,,"
1,"Sorry, I'll call later ok bye,,,"
1,"Ok i juz receive..,,,"
1,"That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,,,"
1,"Okie ÃÂ_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,,,"
1,"S.i think he is waste for rr..,,,"
1,"Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,,,"
1,"What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,,,"
1,"Haha... Sounds crazy, dunno can tahan anot...,,,"
1,"Mmmm.... I cant wait to lick it!,,,"
1,"at bruce b downs &amp; fletcher now,,,"
1,"I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,,,"
1,"Lol ok. I'll snatch her purse too.,,,"
1,"Siva is in hostel aha:-.,,,"
1,"I've told you everything will stop. Just dont let her get dehydrated.,,,"
1,"Love it! I want to flood that pretty pussy with cum...,,,"
1,"When you get free, call me,,,"
1,"Until 545 lor... Ya, can go 4 dinner together...,,,"
1,"Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,,,"
1,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx,,,"
1,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit,,,"
1,"Hui xin is in da lib.,,,"
1,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu,,,"
1,"Shall call now dear having food,,,"
1,"How is your schedule next week? I am out of town this weekend.,,,"
1,"Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,,,"
